Gene names  (ordered locus )	Entry	DNA binding	Metal binding	Nucleotide binding	Site	Cross-link	Disulfide bond	Glycosylation	Lipidation	Modified residue	Peptide	Propeptide	Signal peptide	Transit peptide	Coiled coil	Domain [CC]	Domain [FT]	Motif	Region	Zinc finger
YHR214C-B	O13535		"METAL 709;  /note=""Magnesium 1; catalytic; for integrase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 774;  /note=""Magnesium 1; catalytic; for integrase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1384;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1465;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1466;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1648;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1690;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1723;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457"""		"SITE 439..440;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250""; SITE 620..621;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250""; SITE 1255..1256;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250"""											"DOMAIN: The C-terminal RNA-binding region of CA is sufficient for all its nucleocapsid-like chaperone activities. {ECO:0000250}.; DOMAIN: Integrase core domain contains the D-x(n)-D-x(35)-E motif, named for the phylogenetically conserved glutamic acid and aspartic acid residues and the invariant 35 amino acid spacing between the second and third acidic residues. Each acidic residue of the D,D(35)E motif is independently essential for the 3'-processing and strand transfer activities of purified integrase protein (By similarity). {ECO:0000250}."	"DOMAIN 698..873;  /note=""Integrase catalytic"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; DOMAIN 1376..1514;  /note=""Reverse transcriptase Ty1/copia-type""; DOMAIN 1648..1790;  /note=""RNase H Ty1/copia-type"""	"MOTIF 1216..1250;  /note=""Bipartite nuclear localization signal"";  /evidence=""ECO:0000250"""	"REGION 1..84;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 126..174;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 337..439;  /note=""RNA-binding"";  /evidence=""ECO:0000250""; REGION 390..459;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 621..678;  /note=""Integrase-type zinc finger-like""; REGION 996..1208;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YHR202W	P38887							"CARBOHYD 305;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 497;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 577;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255"""												
YDR451C	Q04116	"DNA_BIND 173..232;  /note=""Homeobox"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00108"""								"MOD_RES 315;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17287358"""									"REGION 86..106;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YDR444W	Q04093																		"REGION 429..472;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 491..513;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 650..687;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YHL026C	P38740																		"REGION 288..315;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YHR182W	P38870									"MOD_RES 2;  /note=""N-acetylserine"";  /evidence=""ECO:0007744|PubMed:22814378"""							"DOMAIN 520..702;  /note=""Rho-GAP"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00172"""		"REGION 313..340;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 732..785;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YBR027C	P38220																			
YLR157W-D	P0CE99																			
YKL033W-A	Q86ZR7																			
YML020W	Q03722																		"REGION 1..146;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 231..262;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YNL067W-B	Q3E767																			
YKL106C-A	Q3E7A0																			
YIL023C	P40544							"CARBOHYD 184;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 274;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 285;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255"""												
YML108W	Q03759									"MOD_RES 2;  /note=""N-acetylserine"";  /evidence=""ECO:0007744|PubMed:22814378"""										
YPR064W	Q12492																			
YPR028W	Q12402									"MOD_RES 2;  /note=""N-acetylserine"";  /evidence=""ECO:0000269|Ref.4, ECO:0007744|PubMed:22814378"""						"DOMAIN: The short lumenal loops between transmembrane domains 1 and 2 and between transmembrane domains 3 and 4 may impart a wedge-like configuration, thus deforming membranes. {ECO:0000305|PubMed:25646439}."			"REGION 2..17;  /note=""Interaction with YIP1"";  /evidence=""ECO:0000269|PubMed:11278413"""	
YPR158C-D	P0C2J1		"METAL 671;  /note=""Magnesium 1; catalytic; for integrase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 736;  /note=""Magnesium 1; catalytic; for integrase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1346;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1427;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1428;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1610;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1652;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1685;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457"""		"SITE 401..402;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250""; SITE 582..583;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250""; SITE 1217..1218;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250"""					"MOD_RES 416;  /note=""Phosphoserine"";  /evidence=""ECO:0000250|UniProtKB:Q99231"""						"DOMAIN: The C-terminal RNA-binding region of CA is sufficient for all its nucleocapsid-like chaperone activities. {ECO:0000250}.; DOMAIN: Integrase core domain contains the D-x(n)-D-x(35)-E motif, named for the phylogenetically conserved glutamic acid and aspartic acid residues and the invariant 35 amino acid spacing between the second and third acidic residues. Each acidic residue of the D,D(35)E motif is independently essential for the 3'-processing and strand transfer activities of purified integrase protein (By similarity). {ECO:0000250}."	"DOMAIN 660..829;  /note=""Integrase catalytic"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; DOMAIN 1338..1476;  /note=""Reverse transcriptase Ty1/copia-type""; DOMAIN 1610..1752;  /note=""RNase H Ty1/copia-type"""	"MOTIF 1178..1212;  /note=""Bipartite nuclear localization signal"";  /evidence=""ECO:0000250"""	"REGION 1..93;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 126..173;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 299..401;  /note=""RNA-binding"";  /evidence=""ECO:0000250""; REGION 352..421;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 583..640;  /note=""Integrase-type zinc finger-like""; REGION 956..1087;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 1092..1111;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 1129..1172;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YJR124C	P47159			"NP_BIND 386..393;  /note=""ATP"";  /evidence=""ECO:0000255"""																
YJR028W	P47099				"SITE 401..402;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250"""					"MOD_RES 416;  /note=""Phosphoserine"";  /evidence=""ECO:0000250|UniProtKB:Q12441"""	"PEPTIDE 402..440;  /note=""Gag-p4"";  /evidence=""ECO:0000250"";  /id=""PRO_0000279093"""					DOMAIN: The C-terminal RNA-binding region of CA is sufficient for all its nucleocapsid-like chaperone activities. {ECO:0000250}.			"REGION 1..93;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 126..173;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 299..401;  /note=""RNA-binding"";  /evidence=""ECO:0000250""; REGION 352..440;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YJR154W	P47181																			
YPL176C	Q08919							"CARBOHYD 139;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 213;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 529;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255"""									"DOMAIN 241..333;  /note=""PA"""		"REGION 1..22;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YBR091C	P32830						"DISULFID 40..66;  /evidence=""ECO:0000250""; DISULFID 44..62;  /evidence=""ECO:0000250"""			"MOD_RES 2;  /note=""N-acetylserine"";  /evidence=""ECO:0007744|PubMed:22814378"""						"DOMAIN: The twin CX3C motif contains 4 conserved Cys residues that form 2 disulfide bonds in the mitochondrial intermembrane space. However, during the transit of TIM12 from cytoplasm into mitochondrion, the Cys residues probably coordinate zinc, thereby preventing folding and allowing its transfer across mitochondrial outer membrane (By similarity). {ECO:0000250}."		"MOTIF 40..66;  /note=""Twin CX3C motif"""		
YGL227W	P53076									"MOD_RES 2;  /note=""N-acetylserine"";  /evidence=""ECO:0007744|PubMed:22814378""; MOD_RES 147;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 246;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956""; MOD_RES 248;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 277;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198"""							"DOMAIN 390..592;  /note=""B30.2/SPRY"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00548""; DOMAIN 710..742;  /note=""LisH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00126""; DOMAIN 769..826;  /note=""CTLH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00058"""		"REGION 155..239;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 264..308;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 440..469;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 624..650;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 710..742;  /note=""Required for interaction with GID8"";  /evidence=""ECO:0000269|PubMed:22645139""; REGION 754..835;  /note=""Required for interaction with GID7"";  /evidence=""ECO:0000269|PubMed:22645139"""	
YBL028C	P38202																		"REGION 1..21;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 52..106;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YBR126W-A	Q8TGU7																			
YJR110W	P47147																"DOMAIN 155..637;  /note=""Myotubularin phosphatase"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00669"""		"REGION 647..672;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YJL133C-A	Q3E7A3																			
YMR089C	P40341		"METAL 613;  /note=""Zinc; catalytic"";  /evidence=""ECO:0000250""; METAL 617;  /note=""Zinc; catalytic"";  /evidence=""ECO:0000250""; METAL 689;  /note=""Zinc; catalytic"";  /evidence=""ECO:0000250"""	"NP_BIND 388..395;  /note=""ATP"";  /evidence=""ECO:0000255"""															"REGION 43..67;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 115..173;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 806..825;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YIR042C	P40586																"DOMAIN 47..191;  /note=""N-acetyltransferase"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00532"""			
YJR079W	P47126																			
YDR468C	Q03322					"CROSSLNK 183;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047"""			"LIPID 205;  /note=""S-palmitoyl cysteine"";  /evidence=""ECO:0000305|PubMed:15973437""; LIPID 206;  /note=""S-palmitoyl cysteine"";  /evidence=""ECO:0000305|PubMed:15973437"""	"MOD_RES 31;  /note=""Phosphothreonine; by PKA"";  /evidence=""ECO:0000269|PubMed:12006655"""					"COILED 35..101;  /evidence=""ECO:0000255"""		"DOMAIN 132..194;  /note=""t-SNARE coiled-coil homology"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00202"""		"REGION 1..106;  /note=""Interaction with VPS51"";  /evidence=""ECO:0000269|PubMed:12377769"""	
YGR130C	P53278									"MOD_RES 286;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 343;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950""; MOD_RES 347;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950""; MOD_RES 809;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198"""									"REGION 1..34;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 65..101;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 154..406;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 770..816;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YEL068C	P39977																			
YFL065C	P43539																			
YGL082W	P53155																		"REGION 331..381;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YGR117C	P53270																"DOMAIN 7..39;  /note=""LisH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00126"""			
YBR013C	P38215												"SIGNAL 1..20;  /evidence=""ECO:0000255"""							
YER138C	Q03612		"METAL 671;  /note=""Magnesium 1; catalytic; for integrase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 736;  /note=""Magnesium 1; catalytic; for integrase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1346;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1427;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1428;  /note=""Magnesium 2; catalytic; for reverse transcriptase activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1610;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1652;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; METAL 1685;  /note=""Magnesium 3; catalytic; for RNase H activity"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457"""		"SITE 401..402;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250""; SITE 582..583;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250""; SITE 1217..1218;  /note=""Cleavage; by Ty1 protease"";  /evidence=""ECO:0000250"""					"MOD_RES 416;  /note=""Phosphoserine"";  /evidence=""ECO:0000250|UniProtKB:Q99231"""						"DOMAIN: The C-terminal RNA-binding region of CA is sufficient for all its nucleocapsid-like chaperone activities. {ECO:0000250}.; DOMAIN: Integrase core domain contains the D-x(n)-D-x(35)-E motif, named for the phylogenetically conserved glutamic acid and aspartic acid residues and the invariant 35 amino acid spacing between the second and third acidic residues. Each acidic residue of the D,D(35)E motif is independently essential for the 3'-processing and strand transfer activities of purified integrase protein (By similarity). {ECO:0000250}."	"DOMAIN 660..835;  /note=""Integrase catalytic"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00457""; DOMAIN 1338..1476;  /note=""Reverse transcriptase Ty1/copia-type""; DOMAIN 1610..1752;  /note=""RNase H Ty1/copia-type"""	"MOTIF 1178..1212;  /note=""Bipartite nuclear localization signal"";  /evidence=""ECO:0000250"""	"REGION 1..93;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 126..174;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 299..401;  /note=""RNA-binding"";  /evidence=""ECO:0000250""; REGION 352..421;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 583..640;  /note=""Integrase-type zinc finger-like""; REGION 956..1087;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 1092..1111;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 1130..1171;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YCR100C	P25606																			
YDL009C	Q12210																			
YDR029W	Q12111																			
YNL144C	P53907																		"REGION 318..414;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 525..576;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YNL184C	P53876																		"REGION 74..108;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YBR054W	P38079					"CROSSLNK 286;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0000269|PubMed:12872131"""				"MOD_RES 293;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956""; MOD_RES 341;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:17761666, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 343;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17761666, ECO:0007744|PubMed:18407956"""									"REGION 282..344;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YOR172W	Q12340	"DNA_BIND 31..59;  /note=""Zn(2)-C6 fungal-type"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00227"""																	"REGION 1..25;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 721..747;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YJL139C	P26725							"CARBOHYD 77;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 82;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 92;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 167;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 414;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255"""											"REGION 25..88;  /note=""Stem region"";  /evidence=""ECO:0000250""; REGION 89..428;  /note=""Catalytic"";  /evidence=""ECO:0000250"""	
YOL029C	Q08187																			
YOR192C-C	Q3E736																			
YLR271W	Q06152																"DOMAIN 41..87;  /note=""G-patch"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00092"""		"REGION 1..40;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YOR389W	Q08912							"CARBOHYD 68;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 150;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 219;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 366;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 441;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 447;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 464;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 528;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255"""					"SIGNAL 1..29;  /evidence=""ECO:0000255"""						"REGION 141..174;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
